compound,compound_class,mechanism_of_action,image_run_dir,image_run_dir_relative,source_batch,dir_name,folder_status,exposure_conditions,image_condition_dir,image_condition_dir_name,condition_folder_status,condition_kind,concentration_value,concentration_unit,concentration_label,concentration_value_uM,concentration_rank_in_run,concentration_band,n_treatment_concentrations_in_run
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/25microm F2.1,25microm F2.1,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/25microm F2.2,25microm F2.2,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/25microm F2.4,25microm F2.4,active,treatment,25.0,uM,25 uM,25.0,2.0,mid,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50 microM F2.6,50 microM F2.6,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50microM F2.3,50microM F2.3,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50microM F2.5 run form 0-70,50microM F2.5 run form 0-70,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50microm F2.1,50microm F2.1,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50microm F2.2,50microm F2.2,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
Apomorphine,"Mixed classes, unclear link to seizures",D1/2R/5-HT/aR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE,THIRD BATCH convulsants,Apomorphine run 2 23 Aug 2017 DONE,active,"100, 75, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/EMETICS RERUN/Apomorphine run 2 23 Aug 2017 DONE/50microm F2.4,50microm F2.4,active,treatment,50.0,uM,50 uM,50.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/Water F1,Water F1,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/Water F2,Water F2,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/water F3,water F3,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/water f4,water f4,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/125uM F1,125uM F1,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/125uM F2,125uM F2,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/125uM F4,125uM F4,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/125uM f3,125uM f3,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/250uM F3,250uM F3,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/250uM F4,250uM F4,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/250uM f1,250uM f1,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/250uM f2,250uM f2,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/500uM F1,500uM F1,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/500uM F2,500uM F2,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/500uM F3,500uM F3,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/500uM F5,500uM F5,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018,FOURTH BATCH 2018,BW373U86 Run 1 22 oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 1 22 oct 2018/DONT USE,DONT USE,do_not_use,unknown,,uM,,,,unknown,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/Water F2.2,Water F2.2,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/water F2.1,water F2.1,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/water F2.3,water F2.3,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/water F2.4,water F2.4,active,control,,,control,,,control,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/125uM F2.1,125uM F2.1,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/125uM F2.3,125uM F2.3,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/125uM F2.4,125uM F2.4,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/125uM f2.2,125uM f2.2,active,treatment,125.0,uM,125 uM,125.0,1.0,low,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/250uM F2.1,250uM F2.1,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/250uM F2.2,250uM F2.2,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/250uM F2.4,250uM F2.4,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/250uM f2.3,250uM f2.3,active,treatment,250.0,uM,250 uM,250.0,2.0,mid,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/500uM F2.1,500uM F2.1,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/500uM F2.2,500uM F2.2,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/500uM F2.3,500uM F2.3,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
BW373U86*******,Opioid analgesics,δ-opioidR agonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018,FOURTH BATCH 2018,BW373U86 Run 2 26 Oct 2018,active,"500, 250, 125μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/BW373U86 Run 2 26 Oct 2018/500uM F2.4,500uM F2.4,active,treatment,500.0,uM,500 uM,500.0,3.0,high,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/Water F1,Water F1,active,control,,,control,,,control,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/Water F2,Water F2,active,control,,,control,,,control,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/Water F3,Water F3,active,control,,,control,,,control,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/Water F4,Water F4,active,control,,,control,,,control,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/0.25mM F1,0.25mM F1,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
Bemegride,Analeptics,GABAAR antagonism,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants/Bemegride run 1 1 June 17,THIRD BATCH convulsants,Bemegride run 1 1 June 17,active,"1, 0.5, 0.25mM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Bemegride run 1 1 June 17/0.25mM F2 bright at very end but fine,0.25mM F2 bright at very end but fine,active,treatment,0.25,mM,0.25 mM,250.0,1.0,low,3
