compound,compound_class,mechanism_of_action,image_run_dir,image_run_dir_relative,source_batch,dir_name,folder_status,exposure_conditions,image_condition_dir,image_condition_dir_name,condition_folder_status,condition_kind,concentration_value,concentration_unit,concentration_label,concentration_value_uM,concentration_rank_in_run,concentration_band,n_treatment_concentrations_in_run
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/Water F2.1,Water F2.1,active,control,,,control,,,control,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/Water F2.2 run from zero as finisished too early,Water F2.2 run from zero as finisished too early,active,control,,,control,,,control,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/Water F2.3 run from zero,Water F2.3 run from zero,active,control,,,control,,,control,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/Water F2.4,Water F2.4,active,control,,,control,,,control,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.1,25microM F2.1,active,treatment,25.0,uM,25 uM,25.0,1.0,low,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.2 run from zero,25microM F2.2 run from zero,active,treatment,25.0,uM,25 uM,25.0,1.0,low,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.3,25microM F2.3,active,treatment,25.0,uM,25 uM,25.0,1.0,low,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/25microM F2.4,25microM F2.4,active,treatment,25.0,uM,25 uM,25.0,1.0,low,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.2,50microM F2.2,active,treatment,50.0,uM,50 uM,50.0,2.0,mid,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.3,50microM F2.3,active,treatment,50.0,uM,50 uM,50.0,2.0,mid,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM F2.4,50microM F2.4,active,treatment,50.0,uM,50 uM,50.0,2.0,mid,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/50microM f2.1,50microM f2.1,active,treatment,50.0,uM,50 uM,50.0,2.0,mid,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/100microM F2.1,100microM F2.1,active,treatment,100.0,uM,100 uM,100.0,3.0,high,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/100microM F2.2,100microM F2.2,active,treatment,100.0,uM,100 uM,100.0,3.0,high,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/100microM F2.3,100microM F2.3,active,treatment,100.0,uM,100 uM,100.0,3.0,high,3
Ketoconazole,"Mixed classes, no known link to seizures",Cytochrome P450 inhibitor,/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018,FOURTH BATCH 2018,Ketoconozole Run 2 27 Feb 2018,active,"100, 50, 25μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/FOURTH BATCH 2018/Ketoconozole Run 2 27 Feb 2018/100microM f2.4,100microM f2.4,active,treatment,100.0,uM,100 uM,100.0,3.0,high,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/Water F6 0-80% fine,Water F6 0-80% fine,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F1,water F1,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F3,water F3,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/water F4,water F4,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F1,7microM F1,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F3 might be overexposed - check but heart ok,7microM F3 might be overexposed - check but heart ok,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/7microM F5 might be overexposed  - check but heart ok,7microM F5 might be overexposed  - check but heart ok,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F1,15microM F1,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F2,15microM F2,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F3,15microM F3,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/15microM F4,15microM F4,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F1,31microM F1,active,treatment,31.0,uM,31 uM,31.0,3.0,high,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F2,31microM F2,active,treatment,31.0,uM,31 uM,31.0,3.0,high,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F3,31microM F3,active,treatment,31.0,uM,31 uM,31.0,3.0,high,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/31microM F4,31microM F4,active,treatment,31.0,uM,31 uM,31.0,3.0,high,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants/Maprotiline run 1 3 July 2017,THIRD BATCH convulsants,Maprotiline run 1 3 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 1 3 July 2017/DONT USE,DONT USE,do_not_use,unknown,,uM,,,,unknown,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/Water F2.1,Water F2.1,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.2,water F2.2,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.3,water F2.3,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/water F2.4,water F2.4,active,control,,,control,,,control,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.1,7microM F2.1,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.2,7microM F2.2,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.3,7microM F2.3,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/7microM F2.4,7microM F2.4,active,treatment,7.0,uM,7 uM,7.0,1.0,low,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.1,15microM F2.1,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.2,15microM F2.2,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.3,15microM F2.3,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/15microM F2.4,15microM F2.4,active,treatment,15.0,uM,15 uM,15.0,2.0,mid,3
Maprotiline,Tetracyclic Antidepressant,"NA reuptake inhibitor (weak 5-HT), mAChR, a1/2R/H1R antagonism",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants/Maprotiline run 2 4 July 2017,THIRD BATCH convulsants,Maprotiline run 2 4 July 2017,active,"31.25, 15.6, 7.8μM",/mnt/tyler/Matt Winter/BRAIN IMAGES BACKUP/THIRD BATCH convulsants/Maprotiline run 2 4 July 2017/31microM F2.1,31microM F2.1,active,treatment,31.0,uM,31 uM,31.0,3.0,high,3
